MODEL;S_MODEL;hospital_id;X21_value_normalized;X22_value_normalized;hospital_discharge_normalized;diagnostic_tests_normalized;surgical_interventions_normalized;medical_consultations_normalized;grd;te_input;te_output;te_directional
M_NIRS_2015;M;120101;0.45;0.51;0.53;0.46;0.33;0;0.74;0.909;1.071;0.04
M_NIRS_2015;M;121109;0.62;0.76;0.73;0.71;0.46;0.08;0.95;1;1;0
M_NIRS_2015;M;122100;0.38;0.45;0.41;0.42;0.29;0.04;0.87;0.799;1.19;0.099
M_NIRS_2015;M;123100;0.35;0.3;0.31;0.29;0.3;0;0.8;0.601;1.455;0.228
M_NIRS_2015;M;124105;0.51;0.51;0.46;0.29;0.28;0;0.86;0.655;1.352;0.175
M_NIRS_2015;M;125100;0.28;0.15;0.15;0.21;0.09;0;0.76;0.443;1.606;0.311
M_NIRS_2015;M;126100;0.3;0.28;0.22;0.13;0.14;0;0.85;0.421;1.929;0.389
M_NIRS_2015;M;129100;0.11;0.06;0.12;0.07;0.09;0;0.62;0.693;1.442;0.181
M_NIRS_2015;M;129106;0.12;0.08;0.12;0.08;0.09;0.04;0.7;0.602;1.66;0.248
M_NIRS_2015;M;133150;0.15;0.08;0.11;0.08;0.1;0.08;0.79;0.566;1.729;0.277
M_VRS_2015;M;101100;0.27;0.25;0.3;0.21;0.21;0.05;0.77;0.686;1.301;0.16
M_VRS_2015;M;102100;0.37;0.29;0.34;0.19;0.25;0.05;0.75;0.584;1.391;0.202
M_VRS_2015;M;103100;0.42;0.33;0.38;0.23;0.3;0;0.84;0.628;1.338;0.181
M_VRS_2015;M;103101;0.14;0.08;0.13;0.09;0.04;0;0.61;0.651;1.731;0.239
M_VRS_2015;M;104100;0.24;0.23;0.19;0.11;0.14;0;0.72;0.48;1.952;0.361
M_VRS_2015;M;105100;0.23;0.26;0.27;0.23;0.25;0;0.84;0.772;1.266;0.128
M_VRS_2015;M;105101;0.25;0.26;0.26;0.15;0.28;0;0.92;0.72;1.388;0.163
M_VRS_2015;M;105102;0.13;0.1;0.16;0.14;0.16;0;0.67;0.885;1.148;0.065
M_VRS_2015;M;106100;0.45;0.47;0.54;0.29;0.33;0;0.95;0.917;1.061;0.036
M_VRS_2015;M;106102;0.09;0.07;0.06;0.34;0.04;0;1.03;1;1;0
M_VRS_2015;M;106103;0.09;0.09;0.16;0.12;0.08;0;0.65;1;1;0
M_VRS_2015;M;107100;0.47;0.62;0.46;0.45;0.34;0;1.15;0.736;1.267;0.133
M_VRS_2015;M;107101;0.15;0.15;0.21;0.19;0.18;0;0.72;0.913;1.097;0.047
M_VRS_2015;M;107102;0.12;0.08;0.11;0.07;0.09;0;0.68;0.75;1.684;0.204
M_VRS_2015;M;108100;0.14;0.1;0.21;0.11;0.18;0;0.74;0.942;1.065;0.031
M_VRS_2015;M;108101;0.11;0.09;0.16;0.1;0.17;0;0.7;1;1;0
M_VRS_2015;M;109100;0.5;0.51;0.58;0.82;0.95;0;0.79;1;1;0
M_VRS_2015;M;109101;0.26;0.19;0.14;0.11;0.14;0;1.05;0.397;2.553;0.455
M_VRS_2015;M;110100;0.49;0.71;0.49;0.79;0.39;0;1;0.968;1.023;0.013
M_VRS_2015;M;110120;0.31;0.39;0.28;0.22;0.29;0;0.77;0.614;1.559;0.239
M_VRS_2015;M;110150;0.11;0.07;0.11;0.1;0.11;0.01;0.63;0.864;1.294;0.101
M_VRS_2015;M;111100;0.55;0.89;0.46;0.55;0.33;0.11;0.87;0.67;1.24;0.176
M_VRS_2015;M;111101;0.36;0.35;0.27;0.31;0.15;0.03;0.77;0.525;1.697;0.286
M_VRS_2015;M;111195;0.4;0.32;0.12;0.16;0.14;0.07;1.22;0.272;3.24;0.605
M_VRS_2015;M;112100;0.35;0.79;0.38;0.38;0.39;0;1.14;0.784;1.217;0.109
M_VRS_2015;M;112101;0.18;0.21;0.34;0.01;0.16;0;0.68;1;1;0
M_VRS_2015;M;112102;0.22;0.35;0.16;0.19;0.16;0;1.26;0.547;1.892;0.31
M_VRS_2015;M;112103;0.1;0.24;0.05;0.1;0.01;0;1.71;0.9;2.459;0.1
M_VRS_2015;M;112104;0.1;0.13;0.03;0.05;0.03;0;1.73;0.9;3.743;0.1
M_VRS_2015;M;113100;0.62;0.67;0.57;0.71;0.49;0.13;0.91;1;1;0
M_VRS_2015;M;113130;0.15;0.12;0.11;0.07;0.12;0;1.07;0.638;1.928;0.295
M_VRS_2015;M;113180;0.23;0.18;0.29;0.23;0.17;0;0.78;0.797;1.191;0.1
M_VRS_2015;M;114101;0.84;0.72;0.9;0.61;0.64;0.17;0.86;1;1;0
M_VRS_2015;M;114103;0.34;0.33;0.39;0.4;0.21;0.02;0.67;0.838;1.149;0.079
M_VRS_2015;M;115100;0.4;0.52;0.36;0.34;0.38;0.08;0.95;0.633;1.381;0.195
M_VRS_2015;M;115107;0.1;0.09;0.14;0.07;0.13;0;0.68;0.996;1.009;0.003
M_VRS_2015;M;116100;0.21;0.23;0.27;0.41;0.28;0.38;0.76;1;1;0
M_VRS_2015;M;116105;0.44;0.44;0.39;0.51;0.31;0;0.94;0.703;1.357;0.163
M_VRS_2015;M;116108;0.17;0.1;0.29;0.17;0.21;0.07;0.72;1;1;0
M_VRS_2015;M;117101;0.4;0.35;0.42;0.31;0.39;0;0.8;0.764;1.197;0.107
M_VRS_2015;M;117102;0.09;0.06;0.1;0.07;0.1;0;0.71;1;1;0
M_VRS_2015;M;118100;0.78;0.89;0.64;0.74;0.47;0.11;1.01;1;1;0
M_VRS_2015;M;118105;0.09;0.03;0.11;0.11;0.08;0.35;0.57;1;1;0
M_VRS_2015;M;119100;0.4;0.46;0.42;0.38;0.32;0;0.83;0.76;1.236;0.122
M_VRS_2015;M;120101;0.45;0.51;0.53;0.46;0.33;0;0.74;0.909;1.071;0.04
M_VRS_2015;M;121109;0.62;0.76;0.73;0.71;0.46;0.08;0.95;1;1;0
M_VRS_2015;M;122100;0.38;0.45;0.41;0.42;0.29;0.04;0.87;0.799;1.19;0.099
M_VRS_2015;M;123100;0.35;0.3;0.31;0.29;0.3;0;0.8;0.601;1.455;0.228
M_VRS_2015;M;124105;0.51;0.51;0.46;0.29;0.28;0;0.86;0.655;1.352;0.175
M_VRS_2015;M;125100;0.28;0.15;0.15;0.21;0.09;0;0.76;0.443;1.606;0.311
M_VRS_2015;M;126100;0.3;0.28;0.22;0.13;0.14;0;0.85;0.423;1.929;0.389
M_VRS_2015;M;129100;0.11;0.06;0.12;0.07;0.09;0;0.62;0.831;1.342;0.12
M_VRS_2015;M;129106;0.12;0.08;0.12;0.08;0.09;0.04;0.7;0.752;1.583;0.188
M_VRS_2015;M;133150;0.15;0.08;0.11;0.08;0.1;0.08;0.79;0.619;1.729;0.274
M_CRS_2016;M;101100;0.28;0.26;0.31;0.22;0.21;0.05;0.78;0.733;1.364;0.154
M_CRS_2016;M;102100;0.39;0.28;0.34;0.2;0.25;0.04;0.77;0.568;1.76;0.275
M_CRS_2016;M;103100;0.42;0.4;0.38;0.27;0.35;0;0.85;0.616;1.624;0.238
M_CRS_2016;M;103101;0.14;0.11;0.13;0.1;0.04;0;0.64;0.62;1.612;0.234
M_CRS_2016;M;104100;0.24;0.24;0.19;0.12;0.14;0;0.76;0.511;1.957;0.324
M_CRS_2016;M;105100;0.25;0.26;0.25;0.28;0.27;0;0.89;0.78;1.282;0.124
M_CRS_2016;M;105101;0.27;0.26;0.24;0.16;0.28;0;0.96;0.632;1.582;0.225
M_CRS_2016;M;105102;0.14;0.1;0.15;0.15;0.15;0;0.67;0.835;1.197;0.09
M_CRS_2016;M;106100;0.48;0.44;0.51;0.29;0.33;0;1.01;0.683;1.464;0.188
M_CRS_2016;M;106102;0.09;0.07;0.07;0.27;0.04;0;1.02;1;1;0
M_CRS_2016;M;106103;0.1;0.1;0.14;0.13;0.07;0;0.67;0.98;1.02;0.01
M_CRS_2016;M;107100;0.48;0.68;0.39;0.48;0.33;0;1.2;0.63;1.587;0.227
M_CRS_2016;M;107101;0.17;0.17;0.19;0.2;0.17;0;0.71;0.832;1.201;0.091
M_CRS_2016;M;107102;0.13;0.09;0.11;0.08;0.09;0.04;0.73;0.58;1.724;0.266
M_CRS_2016;M;108100;0.14;0.11;0.19;0.11;0.19;0;0.79;0.943;1.06;0.029
M_CRS_2016;M;108101;0.11;0.1;0.16;0.1;0.18;0;0.73;1;1;0
M_CRS_2016;M;109100;0.53;0.5;0.53;0.81;0.89;0;0.79;1;1;0
M_CRS_2016;M;109101;0.27;0.19;0.12;0.12;0.12;0;1.09;0.348;2.877;0.484
M_CRS_2016;M;110100;0.53;0.68;0.5;0.8;0.4;0;1;0.799;1.252;0.112
M_CRS_2016;M;110120;0.34;0.42;0.3;0.23;0.3;0;0.82;0.618;1.617;0.236
M_CRS_2016;M;110150;0.12;0.08;0.1;0.12;0.1;0.02;0.64;0.696;1.436;0.179
M_CRS_2016;M;111100;0.57;0.8;0.47;0.57;0.31;0.13;0.91;0.634;1.578;0.224
M_CRS_2016;M;111101;0.44;0.4;0.31;0.36;0.19;0.05;0.84;0.53;1.885;0.307
M_CRS_2016;M;111195;0.43;0.34;0.12;0.18;0.22;0.07;1.22;0.339;2.95;0.494
M_CRS_2016;M;112100;0.37;0.73;0.16;0.38;0.31;0;1.17;0.574;1.743;0.271
M_CRS_2016;M;112101;0.2;0.19;0.31;0.01;0.15;0;0.72;0.996;1.004;0.002
M_CRS_2016;M;112102;0.23;0.33;0.15;0.19;0.14;0;1.27;0.516;1.937;0.319
M_CRS_2016;M;112103;0.11;0.26;0.06;0.11;0;0;1.63;0.481;2.081;0.351
M_CRS_2016;M;112104;0.1;0.14;0.03;0.05;0.04;0;1.77;0.285;3.511;0.557
M_CRS_2016;M;113100;0.65;0.68;0.57;0.77;0.46;0.12;0.87;0.705;1.418;0.173
M_CRS_2016;M;113130;0.17;0.13;0.1;0.08;0.1;0;1.12;0.426;2.345;0.402
M_CRS_2016;M;113180;0.24;0.19;0.28;0.25;0.19;0;0.76;0.808;1.237;0.106
M_CRS_2016;M;114101;0.86;0.83;0.91;0.64;0.65;0.15;0.91;0.7;1.43;0.177
M_CRS_2016;M;114103;0.36;0.34;0.36;0.41;0.2;0.02;0.76;0.743;1.345;0.147
M_CRS_2016;M;115100;0.45;0.62;0.32;0.34;0.31;0.08;1;0.544;1.838;0.295
M_CRS_2016;M;115107;0.11;0.13;0.14;0.1;0.12;0;0.76;0.857;1.166;0.077
M_CRS_2016;M;116100;0.23;0.26;0.26;0.43;0.28;0;0.77;1;1;0
M_CRS_2016;M;116105;0.51;0.48;0.42;0.56;0.34;0;0.98;0.653;1.531;0.21
M_CRS_2016;M;116108;0.18;0.12;0.28;0.18;0.2;0.01;0.76;1;1;0
M_CRS_2016;M;117101;0.44;0.37;0.39;0.31;0.37;0;0.82;0.621;1.61;0.234
M_CRS_2016;M;117102;0.1;0.07;0.11;0.07;0.12;0;0.69;0.854;1.171;0.079
M_CRS_2016;M;118100;0.84;0.85;0.66;0.8;0.51;0.12;1.07;0.606;1.65;0.245
M_CRS_2016;M;118105;0.09;0.03;0.1;0.12;0.09;0.31;0.59;1;1;0
M_CRS_2016;M;119100;0.42;0.46;0.41;0.41;0.32;0;0.9;0.705;1.418;0.173
M_CRS_2016;M;120101;0.48;0.54;0.49;0.48;0.32;0.07;0.78;0.73;1.369;0.156
M_CRS_2016;M;121109;0.65;0.83;0.69;0.7;0.46;0.09;0.97;0.766;1.305;0.132
M_CRS_2016;M;122100;0.41;0.49;0.4;0.43;0.29;0.04;0.9;0.717;1.394;0.165
M_CRS_2016;M;123100;0.37;0.32;0.3;0.31;0.3;0;0.84;0.613;1.631;0.24
M_CRS_2016;M;124105;0.55;0.55;0.47;0.35;0.34;0;0.9;0.568;1.761;0.276
M_CRS_2016;M;125100;0.3;0.2;0.16;0.21;0.09;0;0.78;0.421;2.373;0.407
M_CRS_2016;M;126100;0.32;0.29;0.21;0.15;0.14;0;0.92;0.431;2.319;0.397
M_CRS_2016;M;129100;0.12;0.07;0.11;0.08;0.09;0.11;0.64;0.668;1.496;0.199
M_CRS_2016;M;129106;0.13;0.09;0.11;0.09;0.07;0.04;0.7;0.587;1.704;0.26
M_CRS_2016;M;133150;0.16;0.09;0.11;0.09;0.09;0.04;0.83;0.501;1.995;0.332
M_NIRS_2016;M;101100;0.28;0.26;0.31;0.22;0.21;0.05;0.78;0.801;1.17;0.092
M_NIRS_2016;M;102100;0.39;0.28;0.34;0.2;0.25;0.04;0.77;0.695;1.229;0.131
M_NIRS_2016;M;103100;0.42;0.4;0.38;0.27;0.35;0;0.85;0.714;1.285;0.143
M_NIRS_2016;M;103101;0.14;0.11;0.13;0.1;0.04;0;0.64;0.62;1.612;0.234
M_NIRS_2016;M;104100;0.24;0.24;0.19;0.12;0.14;0;0.76;0.511;1.761;0.324
M_NIRS_2016;M;105100;0.25;0.26;0.25;0.28;0.27;0;0.89;0.791;1.25;0.114
M_NIRS_2016;M;105101;0.27;0.26;0.24;0.16;0.28;0;0.96;0.681;1.399;0.177
M_NIRS_2016;M;105102;0.14;0.1;0.15;0.15;0.15;0;0.67;0.836;1.194;0.089
M_NIRS_2016;M;106100;0.48;0.44;0.51;0.29;0.33;0;1.01;0.885;1.097;0.053
M_NIRS_2016;M;106102;0.09;0.07;0.07;0.27;0.04;0;1.02;1;1;0
M_NIRS_2016;M;106103;0.1;0.1;0.14;0.13;0.07;0;0.67;0.98;1.02;0.01
M_NIRS_2016;M;107100;0.48;0.68;0.39;0.48;0.33;0;1.2;0.708;1.318;0.153
M_NIRS_2016;M;107101;0.17;0.17;0.19;0.2;0.17;0;0.71;0.832;1.201;0.091
M_NIRS_2016;M;107102;0.13;0.09;0.11;0.08;0.09;0.04;0.73;0.58;1.724;0.266
M_NIRS_2016;M;108100;0.14;0.11;0.19;0.11;0.19;0;0.79;0.958;1.039;0.02
M_NIRS_2016;M;108101;0.11;0.1;0.16;0.1;0.18;0;0.73;1;1;0
M_NIRS_2016;M;109100;0.53;0.5;0.53;0.81;0.89;0;0.79;1;1;0
M_NIRS_2016;M;109101;0.27;0.19;0.12;0.12;0.12;0;1.09;0.348;2.591;0.483
M_NIRS_2016;M;110100;0.53;0.68;0.5;0.8;0.4;0;1;0.985;1.013;0.007
M_NIRS_2016;M;110120;0.34;0.42;0.3;0.23;0.3;0;0.82;0.653;1.372;0.185
M_NIRS_2016;M;110150;0.12;0.08;0.1;0.12;0.1;0.02;0.64;0.696;1.434;0.179
M_NIRS_2016;M;111100;0.57;0.8;0.47;0.57;0.31;0.13;0.91;0.803;1.132;0.08
M_NIRS_2016;M;111101;0.44;0.4;0.31;0.36;0.19;0.05;0.84;0.586;1.515;0.233
M_NIRS_2016;M;111195;0.43;0.34;0.12;0.18;0.22;0.07;1.22;0.339;2.275;0.494
M_NIRS_2016;M;112100;0.37;0.73;0.16;0.38;0.31;0;1.17;0.574;1.615;0.271
M_NIRS_2016;M;112101;0.2;0.19;0.31;0.01;0.15;0;0.72;1;1;0
M_NIRS_2016;M;112102;0.23;0.33;0.15;0.19;0.14;0;1.27;0.516;1.895;0.319
M_NIRS_2016;M;112103;0.11;0.26;0.06;0.11;0;0;1.63;0.481;2.081;0.351
M_NIRS_2016;M;112104;0.1;0.14;0.03;0.05;0.04;0;1.77;0.285;3.511;0.557
M_NIRS_2016;M;113100;0.65;0.68;0.57;0.77;0.46;0.12;0.87;1;1;0
M_NIRS_2016;M;113130;0.17;0.13;0.1;0.08;0.1;0;1.12;0.426;2.316;0.402
M_NIRS_2016;M;113180;0.24;0.19;0.28;0.25;0.19;0;0.76;0.83;1.153;0.081
M_NIRS_2016;M;114101;0.86;0.83;0.91;0.64;0.65;0.15;0.91;1;1;0
M_NIRS_2016;M;114103;0.36;0.34;0.36;0.41;0.2;0.02;0.76;0.839;1.149;0.077
M_NIRS_2016;M;115100;0.45;0.62;0.32;0.34;0.31;0.08;1;0.592;1.504;0.227
M_NIRS_2016;M;115107;0.11;0.13;0.14;0.1;0.12;0;0.76;0.857;1.166;0.077
M_NIRS_2016;M;116100;0.23;0.26;0.26;0.43;0.28;0;0.77;1;1;0
M_NIRS_2016;M;116105;0.51;0.48;0.42;0.56;0.34;0;0.98;0.751;1.259;0.129
M_NIRS_2016;M;116108;0.18;0.12;0.28;0.18;0.2;0.01;0.76;1;1;0
M_NIRS_2016;M;117101;0.44;0.37;0.39;0.31;0.37;0;0.82;0.711;1.237;0.131
M_NIRS_2016;M;117102;0.1;0.07;0.11;0.07;0.12;0;0.69;0.854;1.171;0.079
M_NIRS_2016;M;118100;0.84;0.85;0.66;0.8;0.51;0.12;1.07;1;1;0
M_NIRS_2016;M;118105;0.09;0.03;0.1;0.12;0.09;0.31;0.59;1;1;0
M_NIRS_2016;M;119100;0.42;0.46;0.41;0.41;0.32;0;0.9;0.815;1.174;0.09
M_NIRS_2016;M;120101;0.48;0.54;0.49;0.48;0.32;0.07;0.78;0.904;1.085;0.045
M_NIRS_2016;M;121109;0.65;0.83;0.69;0.7;0.46;0.09;0.97;1;1;0
M_NIRS_2016;M;122100;0.41;0.49;0.4;0.43;0.29;0.04;0.9;0.837;1.155;0.08
M_NIRS_2016;M;123100;0.37;0.32;0.3;0.31;0.3;0;0.84;0.623;1.425;0.208
M_NIRS_2016;M;124105;0.55;0.55;0.47;0.35;0.34;0;0.9;0.708;1.316;0.152
M_NIRS_2016;M;125100;0.3;0.2;0.16;0.21;0.09;0;0.78;0.421;1.74;0.328
M_NIRS_2016;M;126100;0.32;0.29;0.21;0.15;0.14;0;0.92;0.431;1.941;0.388
M_NIRS_2016;M;129100;0.12;0.07;0.11;0.08;0.09;0.11;0.64;0.668;1.496;0.199
M_NIRS_2016;M;129106;0.13;0.09;0.11;0.09;0.07;0.04;0.7;0.587;1.704;0.26
M_NIRS_2016;M;133150;0.16;0.09;0.11;0.09;0.09;0.04;0.83;0.501;1.88;0.332
M_VRS_2016;M;101100;0.28;0.26;0.31;0.22;0.21;0.05;0.78;0.801;1.17;0.092
M_VRS_2016;M;102100;0.39;0.28;0.34;0.2;0.25;0.04;0.77;0.695;1.229;0.131
M_VRS_2016;M;103100;0.42;0.4;0.38;0.27;0.35;0;0.85;0.714;1.285;0.143
M_VRS_2016;M;103101;0.14;0.11;0.13;0.1;0.04;0;0.64;0.702;1.601;0.204
M_VRS_2016;M;104100;0.24;0.24;0.19;0.12;0.14;0;0.76;0.531;1.761;0.321
M_VRS_2016;M;105100;0.25;0.26;0.25;0.28;0.27;0;0.89;0.791;1.25;0.114
M_VRS_2016;M;105101;0.27;0.26;0.24;0.16;0.28;0;0.96;0.681;1.399;0.177
M_VRS_2016;M;105102;0.14;0.1;0.15;0.15;0.15;0;0.67;0.836;1.194;0.089
M_VRS_2016;M;106100;0.48;0.44;0.51;0.29;0.33;0;1.01;0.885;1.097;0.053
M_VRS_2016;M;106102;0.09;0.07;0.07;0.27;0.04;0;1.02;1;1;0
M_VRS_2016;M;106103;0.1;0.1;0.14;0.13;0.07;0;0.67;1;1;0
M_VRS_2016;M;107100;0.48;0.68;0.39;0.48;0.33;0;1.2;0.708;1.318;0.153
M_VRS_2016;M;107101;0.17;0.17;0.19;0.2;0.17;0;0.71;0.835;1.2;0.091
M_VRS_2016;M;107102;0.13;0.09;0.11;0.08;0.09;0.04;0.73;0.713;1.706;0.22
M_VRS_2016;M;108100;0.14;0.11;0.19;0.11;0.19;0;0.79;0.958;1.039;0.02
M_VRS_2016;M;108101;0.11;0.1;0.16;0.1;0.18;0;0.73;1;1;0
M_VRS_2016;M;109100;0.53;0.5;0.53;0.81;0.89;0;0.79;1;1;0
M_VRS_2016;M;109101;0.27;0.19;0.12;0.12;0.12;0;1.09;0.36;2.591;0.483
M_VRS_2016;M;110100;0.53;0.68;0.5;0.8;0.4;0;1;0.985;1.012;0.007
M_VRS_2016;M;110120;0.34;0.42;0.3;0.23;0.3;0;0.82;0.653;1.372;0.185
M_VRS_2016;M;110150;0.12;0.08;0.1;0.12;0.1;0.02;0.64;0.77;1.434;0.177
M_VRS_2016;M;111100;0.57;0.8;0.47;0.57;0.31;0.13;0.91;0.803;1.132;0.08
M_VRS_2016;M;111101;0.44;0.4;0.31;0.36;0.19;0.05;0.84;0.586;1.515;0.233
M_VRS_2016;M;111195;0.43;0.34;0.12;0.18;0.22;0.07;1.22;0.339;2.275;0.494
M_VRS_2016;M;112100;0.37;0.73;0.16;0.38;0.31;0;1.17;0.587;1.615;0.269
M_VRS_2016;M;112101;0.2;0.19;0.31;0.01;0.15;0;0.72;1;1;0
M_VRS_2016;M;112102;0.23;0.33;0.15;0.19;0.14;0;1.27;0.519;1.895;0.318
M_VRS_2016;M;112103;0.11;0.26;0.06;0.11;0;0;1.63;0.818;2.075;0.182
M_VRS_2016;M;112104;0.1;0.14;0.03;0.05;0.04;0;1.77;0.9;3.029;0.1
M_VRS_2016;M;113100;0.65;0.68;0.57;0.77;0.46;0.12;0.87;1;1;0
M_VRS_2016;M;113130;0.17;0.13;0.1;0.08;0.1;0;1.12;0.542;2.316;0.394
M_VRS_2016;M;113180;0.24;0.19;0.28;0.25;0.19;0;0.76;0.83;1.153;0.081
M_VRS_2016;M;114101;0.86;0.83;0.91;0.64;0.65;0.15;0.91;1;1;0
M_VRS_2016;M;114103;0.36;0.34;0.36;0.41;0.2;0.02;0.76;0.839;1.149;0.077
M_VRS_2016;M;115100;0.45;0.62;0.32;0.34;0.31;0.08;1;0.592;1.504;0.227
M_VRS_2016;M;115107;0.11;0.13;0.14;0.1;0.12;0;0.76;0.928;1.136;0.052
M_VRS_2016;M;116100;0.23;0.26;0.26;0.43;0.28;0;0.77;1;1;0
M_VRS_2016;M;116105;0.51;0.48;0.42;0.56;0.34;0;0.98;0.751;1.259;0.129
M_VRS_2016;M;116108;0.18;0.12;0.28;0.18;0.2;0.01;0.76;1;1;0
M_VRS_2016;M;117101;0.44;0.37;0.39;0.31;0.37;0;0.82;0.711;1.237;0.131
M_VRS_2016;M;117102;0.1;0.07;0.11;0.07;0.12;0;0.69;0.967;1.125;0.026
M_VRS_2016;M;118100;0.84;0.85;0.66;0.8;0.51;0.12;1.07;1;1;0
M_VRS_2016;M;118105;0.09;0.03;0.1;0.12;0.09;0.31;0.59;1;1;0
M_VRS_2016;M;119100;0.42;0.46;0.41;0.41;0.32;0;0.9;0.815;1.174;0.09
M_VRS_2016;M;120101;0.48;0.54;0.49;0.48;0.32;0.07;0.78;0.904;1.085;0.045
M_VRS_2016;M;121109;0.65;0.83;0.69;0.7;0.46;0.09;0.97;1;1;0
M_VRS_2016;M;122100;0.41;0.49;0.4;0.43;0.29;0.04;0.9;0.837;1.155;0.08
M_VRS_2016;M;123100;0.37;0.32;0.3;0.31;0.3;0;0.84;0.623;1.425;0.208
M_VRS_2016;M;124105;0.55;0.55;0.47;0.35;0.34;0;0.9;0.708;1.316;0.152
M_VRS_2016;M;125100;0.3;0.2;0.16;0.21;0.09;0;0.78;0.422;1.74;0.328
M_VRS_2016;M;126100;0.32;0.29;0.21;0.15;0.14;0;0.92;0.437;1.941;0.388
M_VRS_2016;M;129100;0.12;0.07;0.11;0.08;0.09;0.11;0.64;0.773;1.489;0.164
M_VRS_2016;M;129106;0.13;0.09;0.11;0.09;0.07;0.04;0.7;0.712;1.686;0.22
M_VRS_2016;M;133150;0.16;0.09;0.11;0.09;0.09;0.04;0.83;0.579;1.88;0.313
M_CRS_2017;M;101100;0.28;0.27;0.32;0.24;0.26;0.05;0.79;0.026;39.2;0.95
M_CRS_2017;M;102100;0.42;0.31;0.34;0.21;0.41;0.01;0.78;0.025;39.951;0.951
M_CRS_2017;M;103100;0.44;0.47;0.35;0.26;0.34;0;0.86;0.02;50.471;0.961
M_CRS_2017;M;103101;0.14;0.12;0.13;0.1;0.04;0;0.66;0.018;57.077;0.966
M_CRS_2017;M;104100;0.25;0.24;0.2;0.14;0.16;0;0.75;0.016;60.937;0.968
M_CRS_2017;M;105100;0.27;0.32;0.25;0.23;0.33;0;0.91;0.031;31.909;0.939
M_CRS_2017;M;105101;0.28;0.29;0.25;0.18;0.3;0;0.98;0.027;36.4;0.947
M_CRS_2017;M;105102;0.15;0.13;0.15;0.16;0.19;0;0.7;0.032;30.789;0.937
M_CRS_2017;M;106100;0.48;0.47;0.51;0.29;0.3;0;1;0.02;49.882;0.961
M_CRS_2017;M;106102;0.1;0.07;0.07;0.13;0.05;0;1.02;0.025;40;0.951
M_CRS_2017;M;106103;0.1;0.09;0.13;0.14;0.07;0;0.68;0.027;37.143;0.948
M_CRS_2017;M;107100;0.51;0.66;0.38;0.38;0.32;0;1.19;0.016;62.156;0.968
M_CRS_2017;M;107101;0.17;0.18;0.17;0.22;0.18;0;0.74;0.027;36.833;0.947
M_CRS_2017;M;107102;0.14;0.1;0.11;0.07;0.11;0.04;0.74;0.041;24.5;0.922
M_CRS_2017;M;108100;0.15;0.11;0.2;0.12;0.2;0;0.79;0.034;29.25;0.934
M_CRS_2017;M;108101;0.12;0.1;0.16;0.1;0.21;0;0.76;0.045;22.286;0.914
M_CRS_2017;M;109100;0.54;0.51;0.53;0.9;0.83;0;0.81;0.039;25.373;0.924
M_CRS_2017;M;109101;0.27;0.17;0.14;0.11;0.14;0;1.05;0.013;75.214;0.974
M_CRS_2017;M;110100;0.55;0.67;0.48;0.82;0.41;0;1.01;0.029;34.878;0.944
M_CRS_2017;M;110120;0.37;0.44;0.32;0.28;0.36;0;0.82;0.025;40.083;0.951
M_CRS_2017;M;110150;0.12;0.07;0.11;0.12;0.13;0.01;0.64;0.028;36;0.946
M_CRS_2017;M;111100;0.59;0.81;0.52;0.6;0.36;0.11;0.9;0.027;37.545;0.948
M_CRS_2017;M;111101;0.47;0.45;0.34;0.43;0.19;0.08;0.9;0.024;41.125;0.953
M_CRS_2017;M;111195;0.46;0.41;0.13;0.19;0.15;0.06;1.24;0.019;53.667;0.963
M_CRS_2017;M;112100;0.38;0.77;0.16;0.39;0.36;0;1.2;0.024;41.167;0.953
M_CRS_2017;M;112101;0.2;0.17;0.3;0;0.16;0;0.73;0.028;35.333;0.945
M_CRS_2017;M;112102;0.23;0.34;0.13;0.2;0.17;0;1.38;0.019;52.765;0.963
M_CRS_2017;M;112103;0.11;0.25;0.06;0.11;0.02;0;1.67;0.019;52;0.962
M_CRS_2017;M;112104;0.1;0.14;0.04;0.05;0.05;0;1.68;0.013;78;0.975
M_CRS_2017;M;113100;0.67;0.68;0.61;0.84;0.54;0.09;0.93;0.024;41.476;0.953
M_CRS_2017;M;113130;0.17;0.13;0.11;0.07;0.1;0;1.12;0.015;66.3;0.97
M_CRS_2017;M;113180;0.25;0.18;0.27;0.27;0.18;0;0.78;0.021;48.148;0.959
M_CRS_2017;M;114101;0.93;0.84;0.89;0.64;0.73;0.17;0.96;0.026;38.294;0.949
M_CRS_2017;M;114103;0.39;0.32;0.38;0.46;0.22;0.02;0.78;0.023;44.087;0.956
M_CRS_2017;M;115100;0.5;0.58;0.37;0.39;0.38;0.1;1.01;0.029;35;0.944
M_CRS_2017;M;115107;0.11;0.13;0.15;0.11;0.13;0;0.78;0.03;33;0.941
M_CRS_2017;M;116100;0.23;0.26;0.27;0.47;0.29;0.01;0.8;0.039;25.447;0.924
M_CRS_2017;M;116105;0.56;0.51;0.47;0.59;0.41;0;1;0.02;49.356;0.96
M_CRS_2017;M;116108;0.19;0.14;0.26;0.2;0.22;0;0.78;0.03;33.682;0.942
M_CRS_2017;M;117101;0.44;0.37;0.39;0.33;0.36;0.02;0.86;0.021;47.667;0.959
M_CRS_2017;M;117102;0.1;0.08;0.09;0.08;0.11;0.13;0.69;0.186;5.385;0.687
M_CRS_2017;M;118100;0.86;0.91;0.67;0.63;0.58;0.71;1.09;0.118;8.479;0.789
