MODEL;S_MODEL;hospital_id;X21_value_normalized;X22_value_normalized;hospital_discharge_normalized;diagnostic_tests_normalized;surgical_interventions_normalized;medical_consultations_normalized;grd;te_input;te_output;te_directional
Geo_VRS_2015;Geo;115107;6;0.1;0.09;0.14;0.07;0.13;0;1;1;0
Geo_VRS_2015;Geo;116100;7;0.21;0.23;0.27;0.41;0.28;0.38;1;1;0
Geo_VRS_2015;Geo;116105;7;0.44;0.44;0.39;0.51;0.31;0;1;1;0
Geo_VRS_2015;Geo;116108;7;0.17;0.1;0.29;0.17;0.21;0.07;1;1;0
Geo_VRS_2015;Geo;118100;8;0.78;0.89;0.64;0.74;0.47;0.11;1;1;0
Geo_VRS_2015;Geo;118105;8;0.09;0.03;0.11;0.11;0.08;0.35;1;1;0
Geo_VRS_2015;Geo;119100;8;0.4;0.46;0.42;0.38;0.32;0;1;1;0
Geo_VRS_2015;Geo;120101;8;0.45;0.51;0.53;0.46;0.33;0;1;1;0
Geo_VRS_2015;Geo;121109;9;0.62;0.76;0.73;0.71;0.46;0.08;1;1;0
Geo_VRS_2015;Geo;129100;9;0.11;0.06;0.12;0.07;0.09;0;1;1;0
Geo_VRS_2015;Geo;129106;9;0.12;0.08;0.12;0.08;0.09;0.04;1;1;0
Geo_VRS_2015;Geo;123100;10;0.35;0.3;0.31;0.29;0.3;0;1;1;0
Geo_VRS_2015;Geo;124105;10;0.51;0.51;0.46;0.29;0.28;0;1;1;0
Geo_VRS_2015;Geo;133150;10;0.15;0.08;0.11;0.08;0.1;0.08;1;1;0
Geo_VRS_2015;Geo;109100;13;0.5;0.51;0.58;0.82;0.95;0;1;1;0
Geo_VRS_2015;Geo;109101;13;0.26;0.19;0.14;0.11;0.14;0;0.49;1.913;0.328
Geo_VRS_2015;Geo;110100;13;0.49;0.71;0.49;0.79;0.39;0;0.986;1.015;0.007
Geo_VRS_2015;Geo;110120;13;0.31;0.39;0.28;0.22;0.29;0;0.686;1.555;0.201
Geo_VRS_2015;Geo;110150;13;0.11;0.07;0.11;0.1;0.11;0.01;1;1;0
Geo_VRS_2015;Geo;111100;13;0.55;0.89;0.46;0.55;0.33;0.11;0.973;1.032;0.015
Geo_VRS_2015;Geo;111101;13;0.36;0.35;0.27;0.31;0.15;0.03;0.726;1.402;0.164
Geo_VRS_2015;Geo;111195;13;0.4;0.32;0.12;0.16;0.14;0.07;0.98;1.022;0.01
Geo_VRS_2015;Geo;112100;13;0.35;0.79;0.38;0.38;0.39;0;0.85;1.202;0.086
Geo_VRS_2015;Geo;112101;13;0.18;0.21;0.34;0.01;0.16;0;1;1;0
Geo_VRS_2015;Geo;112102;13;0.22;0.35;0.16;0.19;0.16;0;0.715;1.551;0.191
Geo_VRS_2015;Geo;112103;13;0.1;0.24;0.05;0.1;0.01;0;1;1;0
Geo_VRS_2015;Geo;112104;13;0.1;0.13;0.03;0.05;0.03;0;1;1;0
Geo_VRS_2015;Geo;113100;13;0.62;0.67;0.57;0.71;0.49;0.13;1;1;0
Geo_VRS_2015;Geo;113130;13;0.15;0.12;0.11;0.07;0.12;0;0.764;1.551;0.17
Geo_VRS_2015;Geo;113180;13;0.23;0.18;0.29;0.23;0.17;0;1;1;0
Geo_VRS_2015;Geo;114101;13;0.84;0.72;0.9;0.61;0.64;0.17;1;1;0
Geo_VRS_2015;Geo;114103;13;0.34;0.33;0.39;0.4;0.21;0.02;0.972;1.03;0.014
Geo_VRS_2015;Geo;117101;16;0.4;0.35;0.42;0.31;0.39;0;1;1;0
Geo_VRS_2015;Geo;117102;16;0.09;0.06;0.1;0.07;0.1;0;1;1;0
Geo_CRS_2016;Geo;103100;3;0.42;0.4;0.38;0.27;0.35;0;1;1;0
Geo_CRS_2016;Geo;103101;3;0.14;0.11;0.13;0.1;0.04;0;1;1;0
Geo_CRS_2016;Geo;104100;3;0.24;0.24;0.19;0.12;0.14;0;0.868;1.152;0.071
Geo_CRS_2016;Geo;105100;4;0.25;0.26;0.25;0.28;0.27;0;1;1;0
Geo_CRS_2016;Geo;105101;4;0.27;0.26;0.24;0.16;0.28;0;0.962;1.039;0.019
Geo_CRS_2016;Geo;105102;4;0.14;0.1;0.15;0.15;0.15;0;1;1;0
Geo_CRS_2016;Geo;106100;5;0.48;0.44;0.51;0.29;0.33;0;0.73;1.369;0.156
Geo_CRS_2016;Geo;106102;5;0.09;0.07;0.07;0.27;0.04;0;1;1;0
Geo_CRS_2016;Geo;106103;5;0.1;0.1;0.14;0.13;0.07;0;1;1;0
Geo_CRS_2016;Geo;107100;5;0.48;0.68;0.39;0.48;0.33;0;0.642;1.557;0.218
Geo_CRS_2016;Geo;107101;5;0.17;0.17;0.19;0.2;0.17;0;0.848;1.179;0.082
Geo_CRS_2016;Geo;107102;5;0.13;0.09;0.11;0.08;0.09;0.04;1;1;0
Geo_CRS_2016;Geo;108100;5;0.14;0.11;0.19;0.11;0.19;0;1;1;0
Geo_CRS_2016;Geo;108101;5;0.11;0.1;0.16;0.1;0.18;0;1;1;0
Geo_CRS_2016;Geo;115100;6;0.45;0.62;0.32;0.34;0.31;0.08;1;1;0
Geo_CRS_2016;Geo;115107;6;0.11;0.13;0.14;0.1;0.12;0;1;1;0
Geo_CRS_2016;Geo;116100;7;0.23;0.26;0.26;0.43;0.28;0;1;1;0
Geo_CRS_2016;Geo;116105;7;0.51;0.48;0.42;0.56;0.34;0;0.716;1.396;0.165
Geo_CRS_2016;Geo;116108;7;0.18;0.12;0.28;0.18;0.2;0.01;1;1;0
Geo_CRS_2016;Geo;118100;8;0.84;0.85;0.66;0.8;0.51;0.12;0.714;1.4;0.167
Geo_CRS_2016;Geo;118105;8;0.09;0.03;0.1;0.12;0.09;0.31;1;1;0
Geo_CRS_2016;Geo;119100;8;0.42;0.46;0.41;0.41;0.32;0;0.879;1.138;0.065
Geo_CRS_2016;Geo;120101;8;0.48;0.54;0.49;0.48;0.32;0.07;0.919;1.088;0.042
Geo_CRS_2016;Geo;121109;9;0.65;0.83;0.69;0.7;0.46;0.09;1;1;0
Geo_CRS_2016;Geo;129100;9;0.12;0.07;0.11;0.08;0.09;0.11;1;1;0
Geo_CRS_2016;Geo;129106;9;0.13;0.09;0.11;0.09;0.07;0.04;0.947;1.056;0.027
Geo_CRS_2016;Geo;123100;10;0.37;0.32;0.3;0.31;0.3;0;1;1;0
Geo_CRS_2016;Geo;124105;10;0.55;0.55;0.47;0.35;0.34;0;1;1;0
Geo_CRS_2016;Geo;133150;10;0.16;0.09;0.11;0.09;0.09;0.04;1;1;0
Geo_CRS_2016;Geo;109100;13;0.53;0.5;0.53;0.81;0.89;0;1;1;0
Geo_CRS_2016;Geo;109101;13;0.27;0.19;0.12;0.12;0.12;0;0.481;2.078;0.35
Geo_CRS_2016;Geo;110100;13;0.53;0.68;0.5;0.8;0.4;0;0.988;1.012;0.006
Geo_CRS_2016;Geo;110120;13;0.34;0.42;0.3;0.23;0.3;0;0.723;1.383;0.161
Geo_CRS_2016;Geo;110150;13;0.12;0.08;0.1;0.12;0.1;0.02;1;1;0
Geo_CRS_2016;Geo;111100;13;0.57;0.8;0.47;0.57;0.31;0.13;1;1;0
Geo_CRS_2016;Geo;111101;13;0.44;0.4;0.31;0.36;0.19;0.05;0.758;1.319;0.138
Geo_CRS_2016;Geo;111195;13;0.43;0.34;0.12;0.18;0.22;0.07;0.92;1.087;0.042
Geo_CRS_2016;Geo;112100;13;0.37;0.73;0.16;0.38;0.31;0;0.672;1.488;0.196
Geo_CRS_2016;Geo;112101;13;0.2;0.19;0.31;0.01;0.15;0;1;1;0
Geo_CRS_2016;Geo;112102;13;0.23;0.33;0.15;0.19;0.14;0;0.612;1.635;0.241
Geo_CRS_2016;Geo;112103;13;0.11;0.26;0.06;0.11;0;0;0.654;1.528;0.209
Geo_CRS_2016;Geo;112104;13;0.1;0.14;0.03;0.05;0.04;0;0.327;3.057;0.507
Geo_CRS_2016;Geo;113100;13;0.65;0.68;0.57;0.77;0.46;0.12;1;1;0
Geo_CRS_2016;Geo;113130;13;0.17;0.13;0.1;0.08;0.1;0;0.583;1.715;0.263
Geo_CRS_2016;Geo;113180;13;0.24;0.19;0.28;0.25;0.19;0;1;1;0
Geo_CRS_2016;Geo;114101;13;0.86;0.83;0.91;0.64;0.65;0.15;1;1;0
Geo_CRS_2016;Geo;114103;13;0.36;0.34;0.36;0.41;0.2;0.02;0.955;1.047;0.023
Geo_CRS_2016;Geo;117101;16;0.44;0.37;0.39;0.31;0.37;0;1;1;0
Geo_CRS_2016;Geo;117102;16;0.1;0.07;0.11;0.07;0.12;0;1;1;0
Geo_NIRS_2016;Geo;103100;3;0.42;0.4;0.38;0.27;0.35;0;1;1;0
Geo_NIRS_2016;Geo;103101;3;0.14;0.11;0.13;0.1;0.04;0;1;1;0
Geo_NIRS_2016;Geo;104100;3;0.24;0.24;0.19;0.12;0.14;0;0.868;1.152;0.071
Geo_NIRS_2016;Geo;105100;4;0.25;0.26;0.25;0.28;0.27;0;1;1;0
Geo_NIRS_2016;Geo;105101;4;0.27;0.26;0.24;0.16;0.28;0;1;1;0
Geo_NIRS_2016;Geo;105102;4;0.14;0.1;0.15;0.15;0.15;0;1;1;0
Geo_NIRS_2016;Geo;106100;5;0.48;0.44;0.51;0.29;0.33;0;1;1;0
Geo_NIRS_2016;Geo;106102;5;0.09;0.07;0.07;0.27;0.04;0;1;1;0
Geo_NIRS_2016;Geo;106103;5;0.1;0.1;0.14;0.13;0.07;0;1;1;0
Geo_NIRS_2016;Geo;107100;5;0.48;0.68;0.39;0.48;0.33;0;1;1;0
Geo_NIRS_2016;Geo;107101;5;0.17;0.17;0.19;0.2;0.17;0;1;1;0
Geo_NIRS_2016;Geo;107102;5;0.13;0.09;0.11;0.08;0.09;0.04;1;1;0
Geo_NIRS_2016;Geo;108100;5;0.14;0.11;0.19;0.11;0.19;0;1;1;0
Geo_NIRS_2016;Geo;108101;5;0.11;0.1;0.16;0.1;0.18;0;1;1;0
Geo_NIRS_2016;Geo;115100;6;0.45;0.62;0.32;0.34;0.31;0.08;1;1;0
Geo_NIRS_2016;Geo;115107;6;0.11;0.13;0.14;0.1;0.12;0;1;1;0
Geo_NIRS_2016;Geo;116100;7;0.23;0.26;0.26;0.43;0.28;0;1;1;0
Geo_NIRS_2016;Geo;116105;7;0.51;0.48;0.42;0.56;0.34;0;1;1;0
Geo_NIRS_2016;Geo;116108;7;0.18;0.12;0.28;0.18;0.2;0.01;1;1;0
Geo_NIRS_2016;Geo;118100;8;0.84;0.85;0.66;0.8;0.51;0.12;1;1;0
Geo_NIRS_2016;Geo;118105;8;0.09;0.03;0.1;0.12;0.09;0.31;1;1;0
Geo_NIRS_2016;Geo;119100;8;0.42;0.46;0.41;0.41;0.32;0;1;1;0
Geo_NIRS_2016;Geo;120101;8;0.48;0.54;0.49;0.48;0.32;0.07;1;1;0
Geo_NIRS_2016;Geo;121109;9;0.65;0.83;0.69;0.7;0.46;0.09;1;1;0
Geo_NIRS_2016;Geo;129100;9;0.12;0.07;0.11;0.08;0.09;0.11;1;1;0
Geo_NIRS_2016;Geo;129106;9;0.13;0.09;0.11;0.09;0.07;0.04;0.947;1.056;0.027
Geo_NIRS_2016;Geo;123100;10;0.37;0.32;0.3;0.31;0.3;0;1;1;0
Geo_NIRS_2016;Geo;124105;10;0.55;0.55;0.47;0.35;0.34;0;1;1;0
Geo_NIRS_2016;Geo;133150;10;0.16;0.09;0.11;0.09;0.09;0.04;1;1;0
Geo_NIRS_2016;Geo;109100;13;0.53;0.5;0.53;0.81;0.89;0;1;1;0
Geo_NIRS_2016;Geo;109101;13;0.27;0.19;0.12;0.12;0.12;0;0.481;2.078;0.35
Geo_NIRS_2016;Geo;110100;13;0.53;0.68;0.5;0.8;0.4;0;0.988;1.013;0.006
Geo_NIRS_2016;Geo;110120;13;0.34;0.42;0.3;0.23;0.3;0;0.723;1.364;0.161
Geo_NIRS_2016;Geo;110150;13;0.12;0.08;0.1;0.12;0.1;0.02;1;1;0
Geo_NIRS_2016;Geo;111100;13;0.57;0.8;0.47;0.57;0.31;0.13;1;1;0
Geo_NIRS_2016;Geo;111101;13;0.44;0.4;0.31;0.36;0.19;0.05;0.77;1.266;0.123
Geo_NIRS_2016;Geo;111195;13;0.43;0.34;0.12;0.18;0.22;0.07;1;1;0
Geo_NIRS_2016;Geo;112100;13;0.37;0.73;0.16;0.38;0.31;0;0.672;1.488;0.196
Geo_NIRS_2016;Geo;112101;13;0.2;0.19;0.31;0.01;0.15;0;1;1;0
Geo_NIRS_2016;Geo;112102;13;0.23;0.33;0.15;0.19;0.14;0;0.612;1.635;0.241
Geo_NIRS_2016;Geo;112103;13;0.11;0.26;0.06;0.11;0;0;0.654;1.528;0.209
Geo_NIRS_2016;Geo;112104;13;0.1;0.14;0.03;0.05;0.04;0;0.327;3.057;0.507
Geo_NIRS_2016;Geo;113100;13;0.65;0.68;0.57;0.77;0.46;0.12;1;1;0
Geo_NIRS_2016;Geo;113130;13;0.17;0.13;0.1;0.08;0.1;0;0.583;1.715;0.263
Geo_NIRS_2016;Geo;113180;13;0.24;0.19;0.28;0.25;0.19;0;1;1;0
Geo_NIRS_2016;Geo;114101;13;0.86;0.83;0.91;0.64;0.65;0.15;1;1;0
Geo_NIRS_2016;Geo;114103;13;0.36;0.34;0.36;0.41;0.2;0.02;0.955;1.047;0.023
Geo_NIRS_2016;Geo;117101;16;0.44;0.37;0.39;0.31;0.37;0;1;1;0
Geo_NIRS_2016;Geo;117102;16;0.1;0.07;0.11;0.07;0.12;0;1;1;0
Geo_NIRS_2016;Geo;103100;3;0.42;0.4;0.38;0.27;0.35;0;1;1;0
Geo_VRS_2016;Geo;103101;3;0.14;0.11;0.13;0.1;0.04;0;1;1;0
Geo_VRS_2016;Geo;104100;3;0.24;0.24;0.19;0.12;0.14;0;0.96;1.077;0.026
Geo_VRS_2016;Geo;105100;4;0.25;0.26;0.25;0.28;0.27;0;1;1;0
Geo_VRS_2016;Geo;105101;4;0.27;0.26;0.24;0.16;0.28;0;1;1;0
Geo_VRS_2016;Geo;105102;4;0.14;0.1;0.15;0.15;0.15;0;1;1;0
Geo_VRS_2016;Geo;106100;5;0.48;0.44;0.51;0.29;0.33;0;1;1;0
Geo_VRS_2016;Geo;106102;5;0.09;0.07;0.07;0.27;0.04;0;1;1;0
Geo_VRS_2016;Geo;106103;5;0.1;0.1;0.14;0.13;0.07;0;1;1;0
Geo_VRS_2016;Geo;107100;5;0.48;0.68;0.39;0.48;0.33;0;1;1;0
Geo_VRS_2016;Geo;107101;5;0.17;0.17;0.19;0.2;0.17;0;1;1;0
Geo_VRS_2016;Geo;107102;5;0.13;0.09;0.11;0.08;0.09;0.04;1;1;0
Geo_VRS_2016;Geo;108100;5;0.14;0.11;0.19;0.11;0.19;0;1;1;0
Geo_VRS_2016;Geo;108101;5;0.11;0.1;0.16;0.1;0.18;0;1;1;0
Geo_VRS_2016;Geo;115100;6;0.45;0.62;0.32;0.34;0.31;0.08;1;1;0
Geo_VRS_2016;Geo;115107;6;0.11;0.13;0.14;0.1;0.12;0;1;1;0
Geo_VRS_2016;Geo;116100;7;0.23;0.26;0.26;0.43;0.28;0;1;1;0
Geo_VRS_2016;Geo;116105;7;0.51;0.48;0.42;0.56;0.34;0;1;1;0
Geo_VRS_2016;Geo;116108;7;0.18;0.12;0.28;0.18;0.2;0.01;1;1;0
Geo_VRS_2016;Geo;118100;8;0.84;0.85;0.66;0.8;0.51;0.12;1;1;0
Geo_VRS_2016;Geo;118105;8;0.09;0.03;0.1;0.12;0.09;0.31;1;1;0
Geo_VRS_2016;Geo;119100;8;0.42;0.46;0.41;0.41;0.32;0;1;1;0
Geo_VRS_2016;Geo;120101;8;0.48;0.54;0.49;0.48;0.32;0.07;1;1;0
Geo_VRS_2016;Geo;121109;9;0.65;0.83;0.69;0.7;0.46;0.09;1;1;0
Geo_VRS_2016;Geo;129100;9;0.12;0.07;0.11;0.08;0.09;0.11;1;1;0
Geo_VRS_2016;Geo;129106;9;0.13;0.09;0.11;0.09;0.07;0.04;0.989;1.019;0.007
Geo_VRS_2016;Geo;123100;10;0.37;0.32;0.3;0.31;0.3;0;1;1;0
Geo_VRS_2016;Geo;124105;10;0.55;0.55;0.47;0.35;0.34;0;1;1;0
Geo_VRS_2016;Geo;133150;10;0.16;0.09;0.11;0.09;0.09;0.04;1;1;0
Geo_VRS_2016;Geo;109100;13;0.53;0.5;0.53;0.81;0.89;0;1;1;0
Geo_VRS_2016;Geo;109101;13;0.27;0.19;0.12;0.12;0.12;0;0.499;2.064;0.341
Geo_VRS_2016;Geo;110100;13;0.53;0.68;0.5;0.8;0.4;0;0.989;1.013;0.006
Geo_VRS_2016;Geo;110120;13;0.34;0.42;0.3;0.23;0.3;0;0.745;1.364;0.157
Geo_VRS_2016;Geo;110150;13;0.12;0.08;0.1;0.12;0.1;0.02;1;1;0
Geo_VRS_2016;Geo;111100;13;0.57;0.8;0.47;0.57;0.31;0.13;1;1;0
Geo_VRS_2016;Geo;111101;13;0.44;0.4;0.31;0.36;0.19;0.05;0.77;1.266;0.123
Geo_VRS_2016;Geo;111195;13;0.43;0.34;0.12;0.18;0.22;0.07;1;1;0
Geo_VRS_2016;Geo;112100;13;0.37;0.73;0.16;0.38;0.31;0;0.735;1.43;0.164
Geo_VRS_2016;Geo;112101;13;0.2;0.19;0.31;0.01;0.15;0;1;1;0
Geo_VRS_2016;Geo;112102;13;0.23;0.33;0.15;0.19;0.14;0;0.715;1.519;0.184
Geo_VRS_2016;Geo;112103;13;0.11;0.26;0.06;0.11;0;0;1;1;0
Geo_VRS_2016;Geo;112104;13;0.1;0.14;0.03;0.05;0.04;0;1;1;0
Geo_VRS_2016;Geo;113100;13;0.65;0.68;0.57;0.77;0.46;0.12;1;1;0
Geo_VRS_2016;Geo;113130;13;0.17;0.13;0.1;0.08;0.1;0;0.706;1.676;0.212
Geo_VRS_2016;Geo;113180;13;0.24;0.19;0.28;0.25;0.19;0;1;1;0
Geo_VRS_2016;Geo;114101;13;0.86;0.83;0.91;0.64;0.65;0.15;1;1;0
Geo_VRS_2016;Geo;114103;13;0.36;0.34;0.36;0.41;0.2;0.02;0.96;1.042;0.021
Geo_VRS_2016;Geo;117101;16;0.44;0.37;0.39;0.31;0.37;0;1;1;0
Geo_VRS_2016;Geo;117102;16;0.1;0.07;0.11;0.07;0.12;0;1;1;0
Geo_CRS_2017;Geo;103100;3;0.44;0.47;0.35;0.26;0.34;0;1;1;0
Geo_CRS_2017;Geo;103101;3;0.14;0.12;0.13;0.1;0.04;0;1;1;0
Geo_CRS_2017;Geo;104100;3;0.25;0.24;0.2;0.14;0.16;0;1;1;0
Geo_CRS_2017;Geo;105100;4;0.27;0.32;0.25;0.23;0.33;0;0.965;1.036;0.018
Geo_CRS_2017;Geo;105101;4;0.28;0.29;0.25;0.18;0.3;0;0.893;1.12;0.057
Geo_CRS_2017;Geo;105102;4;0.15;0.13;0.15;0.16;0.19;0;1;1;0
Geo_CRS_2017;Geo;106100;5;0.48;0.47;0.51;0.29;0.3;0;0.797;1.255;0.113
Geo_CRS_2017;Geo;106102;5;0.1;0.07;0.07;0.13;0.05;0;1;1;0
Geo_CRS_2017;Geo;106103;5;0.1;0.09;0.13;0.14;0.07;0;1;1;0
Geo_CRS_2017;Geo;107100;5;0.51;0.66;0.38;0.38;0.32;0;0.603;1.66;0.248
Geo_CRS_2017;Geo;107101;5;0.17;0.18;0.17;0.22;0.18;0;1;1;0
Geo_CRS_2017;Geo;107102;5;0.14;0.1;0.11;0.07;0.11;0.04;1;1;0
Geo_CRS_2017;Geo;108100;5;0.15;0.11;0.2;0.12;0.2;0;1;1;0
Geo_CRS_2017;Geo;108101;5;0.12;0.1;0.16;0.1;0.21;0;1;1;0
Geo_CRS_2017;Geo;115100;6;0.5;0.58;0.37;0.39;0.38;0.1;1;1;0
Geo_CRS_2017;Geo;115107;6;0.11;0.13;0.15;0.11;0.13;0;1;1;0
Geo_CRS_2017;Geo;116100;7;0.23;0.26;0.27;0.47;0.29;0.01;1;1;0
Geo_CRS_2017;Geo;116105;7;0.56;0.51;0.47;0.59;0.41;0;0.692;1.445;0.182
Geo_CRS_2017;Geo;116108;7;0.19;0.14;0.26;0.2;0.22;0;1;1;0
Geo_CRS_2017;Geo;118100;8;0.86;0.91;0.67;0.63;0.58;0.71;0.118;8.479;0.789
Geo_CRS_2017;Geo;118105;8;0.1;0.03;0.11;0.13;0.08;0.27;0.386;2.593;0.443
Geo_CRS_2017;Geo;119100;8;0.43;0.48;0.41;0.44;0.36;0;0.021;46.583;0.958
Geo_CRS_2017;Geo;120101;8;0.01;0;0.53;0.52;0.39;0.07;1;1;0
Geo_CRS_2017;Geo;121109;9;0.66;0.89;0.66;0.64;0.48;0.09;1;1;0
Geo_CRS_2017;Geo;129100;9;0.12;0.06;0.12;0.08;0.07;0.11;1;1;0
Geo_CRS_2017;Geo;129106;9;0.12;0.08;0.11;0.09;0.08;0.03;1;1;0
Geo_CRS_2017;Geo;123100;10;0.37;0.32;0.3;0.34;0.32;0;1;1;0
Geo_CRS_2017;Geo;124105;10;0.58;0.61;0.47;0.36;0.37;0;0.999;1.001;0
Geo_CRS_2017;Geo;133150;10;0.17;0.09;0.11;0.1;0.11;0.05;1;1;0
Geo_CRS_2017;Geo;109100;13;0.54;0.51;0.53;0.9;0.83;0;1;1;0
Geo_CRS_2017;Geo;109101;13;0.27;0.17;0.14;0.11;0.14;0;0.508;1.968;0.326
Geo_CRS_2017;Geo;110100;13;0.55;0.67;0.48;0.82;0.41;0;0.895;1.118;0.056
Geo_CRS_2017;Geo;110120;13;0.37;0.44;0.32;0.28;0.36;0;0.751;1.331;0.142
Geo_CRS_2017;Geo;110150;13;0.12;0.07;0.11;0.12;0.13;0.01;1;1;0
Geo_CRS_2017;Geo;111100;13;0.59;0.81;0.52;0.6;0.36;0.11;1;1;0
Geo_CRS_2017;Geo;111101;13;0.47;0.45;0.34;0.43;0.19;0.08;1;1;0
Geo_CRS_2017;Geo;111195;13;0.46;0.41;0.13;0.19;0.15;0.06;0.723;1.383;0.161
Geo_CRS_2017;Geo;112100;13;0.38;0.77;0.16;0.39;0.36;0;0.616;1.622;0.237
Geo_CRS_2017;Geo;112101;13;0.2;0.17;0.3;0;0.16;0;1;1;0
Geo_CRS_2017;Geo;112102;13;0.23;0.34;0.13;0.2;0.17;0;0.557;1.795;0.284
Geo_CRS_2017;Geo;112103;13;0.11;0.25;0.06;0.11;0.02;0;0.6;1.667;0.25
Geo_CRS_2017;Geo;112104;13;0.1;0.14;0.04;0.05;0.05;0;0.37;2.7;0.459
Geo_CRS_2017;Geo;113100;13;0.67;0.68;0.61;0.84;0.54;0.09;1;1;0
Geo_CRS_2017;Geo;113130;13;0.17;0.13;0.11;0.07;0.1;0;0.556;1.798;0.285
Geo_CRS_2017;Geo;113180;13;0.25;0.18;0.27;0.27;0.18;0;1;1;0
Geo_CRS_2017;Geo;114101;13;0.93;0.84;0.89;0.64;0.73;0.17;1;1;0
Geo_CRS_2017;Geo;114103;13;0.39;0.32;0.38;0.46;0.22;0.02;0.979;1.021;0.011
Geo_CRS_2017;Geo;117101;16;0.44;0.37;0.39;0.33;0.36;0.02;0.985;1.015;0.008
Geo_CRS_2017;Geo;117102;16;0.1;0.08;0.09;0.08;0.11;0.13;1;1;0
Geo_NIRS_2017;Geo;103100;3;0.44;0.47;0.35;0.26;0.34;0;1;1;0
Geo_NIRS_2017;Geo;103101;3;0.14;0.12;0.13;0.1;0.04;0;1;1;0
Geo_NIRS_2017;Geo;104100;3;0.25;0.24;0.2;0.14;0.16;0;1;1;0
Geo_NIRS_2017;Geo;105100;4;0.27;0.32;0.25;0.23;0.33;0;1;1;0
Geo_NIRS_2017;Geo;105101;4;0.28;0.29;0.25;0.18;0.3;0;1;1;0
Geo_NIRS_2017;Geo;105102;4;0.15;0.13;0.15;0.16;0.19;0;1;1;0
Geo_NIRS_2017;Geo;106100;5;0.48;0.47;0.51;0.29;0.3;0;1;1;0
Geo_NIRS_2017;Geo;106102;5;0.1;0.07;0.07;0.13;0.05;0;1;1;0
Geo_NIRS_2017;Geo;106103;5;0.1;0.09;0.13;0.14;0.07;0;1;1;0
Geo_NIRS_2017;Geo;107100;5;0.51;0.66;0.38;0.38;0.32;0;1;1;0
Geo_NIRS_2017;Geo;107101;5;0.17;0.18;0.17;0.22;0.18;0;1;1;0
Geo_NIRS_2017;Geo;107102;5;0.14;0.1;0.11;0.07;0.11;0.04;1;1;0
Geo_NIRS_2017;Geo;108100;5;0.15;0.11;0.2;0.12;0.2;0;1;1;0
Geo_NIRS_2017;Geo;108101;5;0.12;0.1;0.16;0.1;0.21;0;1;1;0
Geo_NIRS_2017;Geo;115100;6;0.5;0.58;0.37;0.39;0.38;0.1;1;1;0
Geo_NIRS_2017;Geo;115107;6;0.11;0.13;0.15;0.11;0.13;0;1;1;0
Geo_NIRS_2017;Geo;116100;7;0.23;0.26;0.27;0.47;0.29;0.01;1;1;0
Geo_NIRS_2017;Geo;116105;7;0.56;0.51;0.47;0.59;0.41;0;1;1;0
Geo_NIRS_2017;Geo;116108;7;0.19;0.14;0.26;0.2;0.22;0;1;1;0
Geo_NIRS_2017;Geo;118100;8;0.86;0.91;0.67;0.63;0.58;0.71;1;1;0
Geo_NIRS_2017;Geo;118105;8;0.1;0.03;0.11;0.13;0.08;0.27;1;1;0
Geo_NIRS_2017;Geo;119100;8;0.43;0.48;0.41;0.44;0.36;0;0.021;1.305;0.271
Geo_NIRS_2017;Geo;120101;8;0.01;0;0.53;0.52;0.39;0.07;1;1;0
Geo_NIRS_2017;Geo;121109;9;0.66;0.89;0.66;0.64;0.48;0.09;1;1;0
Geo_NIRS_2017;Geo;129100;9;0.12;0.06;0.12;0.08;0.07;0.11;1;1;0
Geo_NIRS_2017;Geo;129106;9;0.12;0.08;0.11;0.09;0.08;0.03;1;1;0
Geo_NIRS_2017;Geo;123100;10;0.37;0.32;0.3;0.34;0.32;0;1;1;0
Geo_NIRS_2017;Geo;124105;10;0.58;0.61;0.47;0.36;0.37;0;1;1;0
Geo_NIRS_2017;Geo;133150;10;0.17;0.09;0.11;0.1;0.11;0.05;1;1;0
Geo_NIRS_2017;Geo;109100;13;0.54;0.51;0.53;0.9;0.83;0;1;1;0
Geo_NIRS_2017;Geo;109101;13;0.27;0.17;0.14;0.11;0.14;0;0.515;1.718;0.289
Geo_NIRS_2017;Geo;110100;13;0.55;0.67;0.48;0.82;0.41;0;0.895;1.098;0.056
Geo_NIRS_2017;Geo;110120;13;0.37;0.44;0.32;0.28;0.36;0;0.751;1.306;0.142
Geo_NIRS_2017;Geo;110150;13;0.12;0.07;0.11;0.12;0.13;0.01;1;1;0
Geo_NIRS_2017;Geo;111100;13;0.59;0.81;0.52;0.6;0.36;0.11;1;1;0
Geo_NIRS_2017;Geo;111101;13;0.47;0.45;0.34;0.43;0.19;0.08;1;1;0
Geo_NIRS_2017;Geo;111195;13;0.46;0.41;0.13;0.19;0.15;0.06;0.723;1.383;0.161
Geo_NIRS_2017;Geo;112100;13;0.38;0.77;0.16;0.39;0.36;0;0.616;1.622;0.237
Geo_NIRS_2017;Geo;112101;13;0.2;0.17;0.3;0;0.16;0;1;1;0
Geo_NIRS_2017;Geo;112102;13;0.23;0.34;0.13;0.2;0.17;0;0.557;1.795;0.284
Geo_NIRS_2017;Geo;112103;13;0.11;0.25;0.06;0.11;0.02;0;0.6;1.667;0.25
Geo_NIRS_2017;Geo;112104;13;0.1;0.14;0.04;0.05;0.05;0;0.37;2.7;0.459
Geo_NIRS_2017;Geo;113100;13;0.67;0.68;0.61;0.84;0.54;0.09;1;1;0
